Accession,Species,Total read count,16S read count,16S on target %,ITS read count,ITS on target %,Symbiosis read count,Symbiosis on target %,Batch
DEJU-23-1-Rh,Alnus viridis,21735668,16834196,77.45%,4030796,18.54%,953594,4.39%,Aug-25
DEJU-23-1-Ro,Alnus viridis,678692,552810,81.45%,288614,42.53%,20976,3.09%,Aug-25
DEJU-24-1-No,Alnus viridis,4533224,1640596,36.19%,453492,10.00%,2361270,52.09%,Aug-25
DEJU-24-1-Rh,Alnus viridis,10167532,6458368,63.52%,1515470,14.90%,775760,7.63%,Aug-25
DEJU-24-1-Ro,Alnus viridis,693614,643600,92.79%,123632,17.82%,8624,1.24%,Aug-25
DEJU-25-No,Dryas octopetala,1667912,925756,55.50%,859534,51.53%,2812,0.17%,Aug-25
DEJU-25-Rh,Dryas octopetala,1738206,1335748,76.85%,870642,50.09%,44704,2.57%,Aug-25
DEJU-25-Ro,Dryas octopetala,2791162,1796786,64.37%,848922,30.41%,24144,0.87%,Aug-25
DEJU-26-No,Dryas octopetala,2438976,1473136,60.40%,100488,4.12%,154782,6.35%,Aug-25
DEJU-26-Rh,Dryas octopetala,17788642,12523712,70.40%,1333258,7.49%,998518,5.61%,Aug-25
DEJU-27-No,Dryas octopetala,5376762,3895172,72.44%,2745490,51.06%,103168,1.92%,Aug-25
DEJU-27-Rh,Dryas octopetala,3228086,1900060,58.86%,331976,10.28%,145264,4.50%,Aug-25
DEJU-27-Ro,Dryas octopetala,429328,328710,76.56%,177386,41.32%,26238,6.11%,Aug-25
DEJU-28-2-No,Alnus viridis,8935040,3760306,42.08%,489376,5.48%,4221150,47.24%,Aug-25
DEJU-28-2-Rh,Alnus viridis,4463060,2711272,60.75%,367326,8.23%,278366,6.24%,Aug-25
DEJU-28-2-Ro,Alnus viridis,11848502,8513540,71.85%,2663116,22.48%,187028,1.58%,Aug-25
DEJU-29-1-No,Alnus viridis,9589920,2616100,27.28%,216724,2.26%,6004192,62.61%,Aug-25
DEJU-29-1-Rh,Alnus viridis,4347042,2053412,47.24%,623136,14.33%,297956,6.85%,Aug-25
DEJU-29-1-Ro,Alnus viridis,206748,139836,67.64%,70226,33.97%,33802,16.35%,Aug-25
DEJU-54-No,Alnus viridis,1397566,1061752,75.97%,385280,27.57%,2938,0.21%,Aug-25
DEJU-54-Rh,Alnus viridis,5975924,1770872,29.63%,772486,12.93%,82236,1.38%,Aug-25
DEJU-54-Ro,Alnus viridis,2606078,2151678,82.56%,919890,35.30%,10320,0.40%,Aug-25
DEJU-55-No,Alnus viridis,10645456,2293338,21.54%,95512,0.90%,7277474,68.36%,Aug-25
DEJU-55-Rh,Alnus viridis,7030084,2174706,30.93%,754780,10.74%,362372,5.15%,Aug-25
DEJU-55-Ro,Alnus viridis,2770836,2375346,85.73%,347632,12.55%,57846,2.09%,Aug-25
DEJU-56-Rh,Alnus viridis,3534800,1323800,37.45%,506376,14.33%,117672,3.33%,Aug-25
DEJU-56-Ro,Alnus viridis,2824512,2159920,76.47%,793630,28.10%,32250,1.14%,Aug-25
DEJU-57-No,Alnus viridis,10259424,2456314,23.94%,129980,1.27%,6809148,66.37%,Aug-25
DEJU-57-Rh,Alnus viridis,11955148,3506932,29.33%,1541046,12.89%,247114,2.07%,Aug-25
DEJU-57-Ro,Alnus viridis,961606,325414,33.84%,243532,25.33%,45594,4.74%,Aug-25
DEJU-58-No,Alnus viridis,14839476,13525530,91.15%,1508906,10.17%,16778,0.11%,Aug-25
DEJU-58-Rh,Alnus viridis,2550108,1617690,63.44%,212064,8.32%,236018,9.26%,Aug-25
DEJU-58-Ro,Alnus viridis,3603098,2643318,73.36%,1285888,35.69%,45540,1.26%,Aug-25
DEJU-59-No,Alnus viridis,9893424,6761656,68.34%,1370822,13.86%,1767318,17.86%,Aug-25
DEJU-59-Rh,Alnus viridis,4356830,2803570,64.35%,469376,10.77%,368974,8.47%,Aug-25
DEJU-59-Ro,Alnus viridis,4367858,3432286,78.58%,1523258,34.87%,18364,0.42%,Aug-25
DEJU-60-No,Lupinus arcticus,5416998,2767308,51.09%,1971004,36.39%,1530080,28.25%,Aug-25
DEJU-60-Rh,Lupinus arcticus,4368198,2656790,60.82%,128142,2.93%,355894,8.15%,Aug-25
DEJU-60-Ro,Lupinus arcticus,6981650,5612190,80.38%,5108398,73.17%,33018,0.47%,Aug-25
DEJU-63-No,Lupinus arcticus,6203916,2159310,34.81%,1301652,20.98%,2514616,40.53%,Aug-25
DEJU-63-Rh,Lupinus arcticus,4065596,1853144,45.58%,368318,9.06%,537322,13.22%,Aug-25
DEJU-63-Ro,Lupinus arcticus,8114862,6959932,85.77%,5053670,62.28%,10932,0.13%,Aug-25
DEJU-9-1-No,Lupinus arcticus,10302372,8826252,85.67%,1096912,10.65%,18734,0.18%,Aug-25
DEJU-9-1-Rh,Lupinus arcticus,4716034,2353528,49.90%,669326,14.19%,74086,1.57%,Aug-25
DEJU-9-1-Ro,Lupinus arcticus,459602,215650,46.92%,44338,9.65%,180446,39.26%,Aug-25
DELA-11-3-No,Sesbania herbacea,7830706,3490370,44.57%,136248,1.74%,2979112,38.04%,Aug-25
DELA-11-3-Rh,Sesbania herbacea,2596850,1422670,54.78%,163334,6.29%,270654,10.42%,Aug-25
DELA-11-3-Ro,Sesbania herbacea,4724250,2745654,58.12%,1021342,21.62%,270604,5.73%,Aug-25
DELA-12-2-No,Centrosema virginiana,9673658,2108932,21.80%,443540,4.59%,6573388,67.95%,Aug-25
DELA-12-2-Rh,Centrosema virginiana,1007094,804962,79.93%,189368,18.80%,142446,14.14%,Aug-25
DELA-12-2-Ro,Centrosema virginiana,27227522,19354142,71.08%,20445838,75.09%,89296,0.33%,Aug-25
DELA-1-3-No,Sesbania herbacea,15363716,4377972,28.50%,211874,1.38%,8716510,56.73%,Aug-25
DELA-1-3-Rh,Sesbania herbacea,7313028,4929540,67.41%,265532,3.63%,977552,13.37%,Aug-25
DELA-1-3-Ro,Sesbania herbacea,3015802,1742104,57.77%,236820,7.85%,327312,10.85%,Aug-25
DELA-16-No,Galactia volubilis,6171206,1719258,27.86%,121542,1.97%,2998050,48.58%,Aug-25
DELA-16-Rh,Galactia volubilis,2812700,1730944,61.54%,170392,6.06%,230296,8.19%,Aug-25
DELA-16-Ro,Galactia volubilis,2380022,1416156,59.50%,108546,4.56%,268360,11.28%,Aug-25
DELA-17-1-No,Desmodium paniculatum,6747022,3631492,53.82%,948578,14.06%,1856330,27.51%,Aug-25
DELA-17-1-Rh,Desmodium paniculatum,1145996,831692,72.57%,219426,19.15%,22190,1.94%,Aug-25
DELA-17-1-Ro,Desmodium paniculatum,8506388,6371528,74.90%,2946374,34.64%,192454,2.26%,Aug-25
DELA-19-1-No,Amorpha fruticosa,3683078,2385380,64.77%,126184,3.43%,332702,9.03%,Aug-25
DELA-19-1-Rh,Amorpha fruticosa,2583390,1434270,55.52%,145980,5.65%,262450,10.16%,Aug-25
DELA-19-1-Ro,Amorpha fruticosa,7275626,5915332,81.30%,1157828,15.91%,231052,3.18%,Aug-25
DELA-21-1-No,Lespedeza cuneata,17495416,6039254,34.52%,1055462,6.03%,10472486,59.86%,Aug-25
DELA-21-1-Rh,Lespedeza cuneata,3845068,2346594,61.03%,252052,6.56%,373982,9.73%,Aug-25
DELA-21-1-Ro,Lespedeza cuneata,3869192,2164304,55.94%,412392,10.66%,463692,11.98%,Aug-25
DELA-22-1-No,Albizia julibrissin,3189406,1793310,56.23%,235158,7.37%,367476,11.52%,Aug-25
DELA-22-1-Rh,Albizia julibrissin,5448290,2528596,46.41%,610980,11.21%,263638,4.84%,Aug-25
DELA-22-1-Ro,Albizia julibrissin,12408468,10441182,84.15%,6067542,48.90%,14314,0.12%,Aug-25
DELA-23-2-No,Desmodium perplexum,10295706,2813320,27.33%,230592,2.24%,6632396,64.42%,Aug-25
DELA-23-2-Rh,Desmodium perplexum,3283438,1721322,52.42%,211680,6.45%,304908,9.29%,Aug-25
DELA-23-2-Ro,Desmodium perplexum,7278460,5844654,80.30%,2185154,30.02%,375786,5.16%,Aug-25
DELA-26-3-No,Sesbania herbacea,11340956,3124834,27.55%,534060,4.71%,6756622,59.58%,Aug-25
DELA-26-3-Rh,Sesbania herbacea,10090152,4002722,39.67%,1127688,11.18%,4648886,46.07%,Aug-25
DELA-26-3-Ro,Sesbania herbacea,3719634,2803936,75.38%,1281830,34.46%,105252,2.83%,Aug-25
DELA-27-3-No,Sesbania herbacea,10329098,2132612,20.65%,250988,2.43%,6464958,62.59%,Aug-25
DELA-27-3-Rh,Sesbania herbacea,3849934,2367904,61.51%,376480,9.78%,235838,6.13%,Aug-25
DELA-27-3-Ro,Sesbania herbacea,6043964,4876098,80.68%,1724086,28.53%,23820,0.39%,Aug-25
DELA-28-No,Albizia julibrissin,5509954,1650470,29.95%,501692,9.11%,2791876,50.67%,Aug-25
DELA-28-Rh,Albizia julibrissin,4426290,2404940,54.33%,893118,20.18%,474516,10.72%,Aug-25
DELA-28-Ro,Albizia julibrissin,8302418,6863112,82.66%,3083484,37.14%,84854,1.02%,Aug-25
DELA-29-1-No,Sesbania herbacea,9316574,3189462,34.23%,355362,3.81%,5051022,54.22%,Aug-25
DELA-29-1-Rh,Sesbania herbacea,53539184,28638608,53.49%,3267512,6.10%,18686224,34.90%,Aug-25
DELA-29-1-Ro,Sesbania herbacea,28792,7284,25.30%,1702,5.91%,16326,56.70%,Aug-25
DELA-30-2-No,Desmodium viridiflorum,3546832,2372388,66.89%,943822,26.61%,345054,9.73%,Aug-25
DELA-30-2-Rh,Desmodium viridiflorum,5178806,2652210,51.21%,599818,11.58%,1042420,20.13%,Aug-25
DELA-30-2-Ro,Desmodium viridiflorum,6998580,4410518,63.02%,1532584,21.90%,471028,6.73%,Aug-25
DELA-31-1-No,Lespedeza cuneata,19799622,2547130,12.86%,227174,1.15%,17115244,86.44%,Aug-25
DELA-31-1-Rh,Lespedeza cuneata,7163224,5003684,69.85%,1375728,19.21%,432066,6.03%,Aug-25
DELA-31-1-Ro,Lespedeza cuneata,1702602,1317888,77.40%,298234,17.52%,42860,2.52%,Aug-25
DELA-32-1-No,Amorpha fruticosa,11113448,2597878,23.38%,297994,2.68%,8008724,72.06%,Aug-25
DELA-32-1-Rh,Amorpha fruticosa,6189162,2069240,33.43%,790582,12.77%,93226,1.51%,Aug-25
DELA-32-1-Ro,Amorpha fruticosa,7132636,5850494,82.02%,1208862,16.95%,162456,2.28%,Aug-25
DELA-33-1-No,Hylodesmum pauciflorum,11109518,3437482,30.94%,288972,2.60%,5282864,47.55%,Aug-25
DELA-33-1-Rh,Hylodesmum pauciflorum,8437422,1470862,17.43%,1421388,16.85%,116298,1.38%,Aug-25
DELA-33-1-Ro,Hylodesmum pauciflorum,17247886,10263038,59.50%,3897134,22.59%,432780,2.51%,Aug-25
DELA-3-3-No,Desmodium perplexum,21927840,9611994,43.83%,276068,1.26%,10833286,49.40%,Aug-25
DELA-3-3-Rh,Desmodium perplexum,10928572,1494476,13.67%,64008,0.59%,8110772,74.22%,Aug-25
DELA-3-3-Ro,Desmodium perplexum,13878760,11139226,80.26%,3331122,24.00%,960082,6.92%,Aug-25
DELA-4-1-No,Desmodium perplexum,9652094,4816946,49.91%,738906,7.66%,3861132,40.00%,Aug-25
DELA-4-1-Rh,Desmodium perplexum,2067332,1370896,66.31%,99774,4.83%,75726,3.66%,Aug-25
DELA-4-1-Ro,Desmodium perplexum,8020634,6463004,80.58%,3128634,39.01%,77802,0.97%,Aug-25
DELA-5-1-No,Galactia volubilis,10081676,6589312,65.36%,2251532,22.33%,1810562,17.96%,Aug-25
DELA-5-1-Rh,Galactia volubilis,2962982,1798174,60.69%,283552,9.57%,233130,7.87%,Aug-25
DELA-5-1-Ro,Galactia volubilis,4813412,3896900,80.96%,1509342,31.36%,67156,1.40%,Aug-25
DELA-6-3-No,Galactia volubilis,7524054,5805248,77.16%,1695034,22.53%,448704,5.96%,Aug-25
DELA-6-3-Rh,Galactia volubilis,3330672,1985432,59.61%,164570,4.94%,372348,11.18%,Aug-25
DELA-6-3-Ro,Galactia volubilis,4071082,2875914,70.64%,557506,13.69%,234212,5.75%,Aug-25
DELA-7-3-No,Albizia julibrissin,6298764,1409960,22.38%,262856,4.17%,3862996,61.33%,Aug-25
DELA-7-3-Rh,Albizia julibrissin,2042840,1257266,61.55%,100262,4.91%,206224,10.09%,Aug-25
DELA-7-3-Ro,Albizia julibrissin,3417088,2263390,66.24%,300098,8.78%,274510,8.03%,Aug-25
DSNY-84-2-No,Chapmannia floridana,5917870,2845004,48.07%,759916,12.84%,221736,3.75%,Aug-25
DSNY-84-2-Rh,Chapmannia floridana,6188590,3586162,57.95%,1119084,18.08%,196064,3.17%,Aug-25
DSNY-84-2-Ro,Chapmannia floridana,3780918,2373326,62.77%,634706,16.79%,144896,3.83%,Aug-25
DSNY-85-1-No,Desmodium triflorum,14754556,5515246,37.38%,2629488,17.82%,9180258,62.22%,Aug-25
DSNY-85-1-Rh,Desmodium triflorum,13056274,2183874,16.73%,1286172,9.85%,174246,1.33%,Aug-25
DSNY-85-1-Ro,Desmodium triflorum,12701728,9573146,75.37%,5821542,45.83%,1349168,10.62%,Aug-25
DSNY-86-1-No,Indigofera hirsuta,9122914,3064662,33.59%,1238180,13.57%,4881184,53.50%,Aug-25
DSNY-86-1-Rh,Indigofera hirsuta,6047468,3854544,63.74%,452714,7.49%,235236,3.89%,Aug-25
DSNY-86-1-Ro,Indigofera hirsuta,5683922,4814276,84.70%,2613198,45.98%,27638,0.49%,Aug-25
DSNY-87-1-No,Tephrosia mysteriosa,2582020,1464738,56.73%,191436,7.41%,238572,9.24%,Aug-25
DSNY-87-1-Rh,Tephrosia mysteriosa,4094780,2542186,62.08%,487504,11.91%,125836,3.07%,Aug-25
DSNY-87-1-Ro,Tephrosia mysteriosa,3613670,2027332,56.10%,505872,14.00%,134642,3.73%,Aug-25
DSNY-88-1-No,Desmodium triflorum,4631524,2132672,46.05%,376286,8.12%,232364,5.02%,Aug-25
DSNY-88-1-Rh,Desmodium triflorum,2304136,1474076,63.98%,251452,10.91%,87306,3.79%,Aug-25
DSNY-88-1-Ro,Desmodium triflorum,3928732,2537236,64.58%,676194,17.21%,227618,5.79%,Aug-25
DSNY-91-1-No,Chamaecrista fasciculata,12667344,5214512,41.16%,1073958,8.48%,6970346,55.03%,Aug-25
DSNY-91-1-Rh,Chamaecrista fasciculata,2718974,1383434,50.88%,119890,4.41%,517624,19.04%,Aug-25
DSNY-91-1-Ro,Chamaecrista fasciculata,1199186,972426,81.09%,398674,33.25%,77466,6.46%,Aug-25
DSNY-92-1-No,Crotalaria spectabilis,6131636,3959472,64.57%,2447438,39.91%,151782,2.48%,Aug-25
DSNY-92-1-Rh,Crotalaria spectabilis,3011288,1951312,64.80%,147882,4.91%,160988,5.35%,Aug-25
DSNY-92-1-Ro,Crotalaria spectabilis,4299154,3289796,76.52%,2240112,52.11%,37902,0.88%,Aug-25
DSNY-96-2-No,Galactia,2620768,1505958,57.46%,1337334,51.03%,18512,0.71%,Aug-25
DSNY-96-2-Rh,Galactia,2593166,1456488,56.17%,205958,7.94%,182184,7.03%,Aug-25
DSNY-96-2-Ro,Galactia,341720,192182,56.24%,76904,22.50%,13396,3.92%,Aug-25
DSNY-98-4-No,Crotalaria spectabilis,5607778,2943874,52.50%,877508,15.65%,348092,6.21%,Aug-25
DSNY-98-4-Rh,Crotalaria spectabilis,9938686,6614774,66.56%,1109858,11.17%,464358,4.67%,Aug-25
DSNY-98-4-Ro,Crotalaria spectabilis,4780894,3738420,78.19%,2352658,49.21%,64196,1.34%,Aug-25
GRSM-1-No,Amphicarpaea bracteata,10012064,5387776,53.81%,4693048,46.87%,3076146,30.72%,Aug-25
GRSM-1-Rh,Amphicarpaea bracteata,3260174,1846724,56.64%,770120,23.62%,87278,2.68%,Aug-25
GRSM-1-Ro,Amphicarpaea bracteata,8408530,6853018,81.50%,6209684,73.85%,13480,0.16%,Aug-25
GRSM-3-No,Amphicarpaea bracteata,7548166,2533620,33.57%,1495444,19.81%,3199618,42.39%,Aug-25
GRSM-3-Rh,Amphicarpaea bracteata,8021046,5026340,62.66%,1299772,16.20%,522466,6.51%,Aug-25
GRSM-3-Ro,Amphicarpaea bracteata,9722270,8447226,86.89%,4398190,45.24%,6154,0.06%,Aug-25
GRSM-4-2-No,Desmodium paniculatum,1809966,1325142,73.21%,660876,36.51%,100578,5.56%,Aug-25
GRSM-4-2-Rh,Desmodium paniculatum,2270298,1856766,81.79%,419134,18.46%,44298,1.95%,Aug-25
GRSM-4-2-Ro,Desmodium paniculatum,8809338,6952344,78.92%,2625002,29.80%,68884,0.78%,Aug-25
HEAL-10-2-No,Alnus viridis,15136554,6274886,41.46%,1045366,6.91%,7934808,52.42%,Aug-25
HEAL-1-2-No,Alnus viridis,11276144,5191448,46.04%,1075804,9.54%,4613970,40.92%,Aug-25
HEAL-1-2-Rh,Alnus viridis,8351460,3136104,37.55%,1230422,14.73%,306850,3.67%,Aug-25
HEAL-1-2-Ro,Alnus viridis,2792544,2091222,74.89%,986908,35.34%,30630,1.10%,Aug-25
HEAL-2-1-No,Alnus viridis,10024724,2335650,23.30%,122558,1.22%,6776530,67.60%,Aug-25
HEAL-2-1-Rh,Alnus viridis,7942782,4310186,54.27%,888320,11.18%,611248,7.70%,Aug-25
HEAL-2-1-Ro,Alnus viridis,4354038,3276282,75.25%,1327216,30.48%,63012,1.45%,Aug-25
HEAL-3-1-No,Alnus viridis,8071018,3572556,44.26%,576200,7.14%,3233036,40.06%,Aug-25
HEAL-3-1-Rh,Alnus viridis,9360860,3899334,41.66%,1383128,14.78%,654604,6.99%,Aug-25
HEAL-3-1-Ro,Alnus viridis,3759926,3102376,82.51%,1100522,29.27%,23468,0.62%,Aug-25
HEAL-4-1-No,Alnus viridis,9823496,3961602,40.33%,607504,6.18%,4871874,49.59%,Aug-25
HEAL-4-1-Rh,Alnus viridis,5138836,2914692,56.72%,589448,11.47%,426732,8.30%,Aug-25
HEAL-4-1-Ro,Alnus viridis,5149714,4369038,84.84%,1120144,21.75%,29580,0.57%,Aug-25
HEAL-5-2-No,Alnus viridis,7902234,3299902,41.76%,447958,5.67%,3427506,43.37%,Aug-25
HEAL-5-2-Rh,Alnus viridis,4866236,1820574,37.41%,736084,15.13%,256834,5.28%,Aug-25
HEAL-5-2-Ro,Alnus viridis,3035226,2417834,79.66%,1129404,37.21%,14436,0.48%,Aug-25
HEAL-6-1-No,Alnus viridis,2398342,1493250,62.26%,1199558,50.02%,5768,0.24%,Aug-25
HEAL-6-1-Rh,Alnus viridis,13776766,6878854,49.93%,2451198,17.79%,871034,6.32%,Aug-25
HEAL-6-1-Ro,Alnus viridis,2606922,1951516,74.86%,548282,21.03%,31354,1.20%,Aug-25
HEAL-7-1-No,Alnus viridis,21408130,11514504,53.79%,4831766,22.57%,6795398,31.74%,Aug-25
HEAL-7-1-Rh,Alnus viridis,7975100,4025898,50.48%,1335630,16.75%,557822,6.99%,Aug-25
HEAL-7-1-Ro,Alnus viridis,1449612,1098582,75.78%,334610,23.08%,33536,2.31%,Aug-25
HEAL-8-1-No,Alnus viridis,9069796,2657152,29.30%,318106,3.51%,5465878,60.26%,Aug-25
HEAL-8-1-Rh,Alnus viridis,3981508,2087078,52.42%,661564,16.62%,269768,6.78%,Aug-25
HEAL-8-1-Ro,Alnus viridis,5085732,4057410,79.78%,1415514,27.83%,71438,1.40%,Aug-25
HEAL-9-1-No,Alnus viridis,10655938,5400760,50.68%,855026,8.02%,3735114,35.05%,Aug-25
JERC-100-1-No,Orbexilum lupinellum,570068,310936,54.54%,43394,7.61%,104948,18.41%,Aug-25
JERC-100-1-Rh,Orbexilum lupinellum,19498026,9731764,49.91%,1560118,8.00%,882936,4.53%,Aug-25
JERC-100-1-Ro,Orbexilum lupinellum,4157626,3100056,74.56%,902512,21.71%,47886,1.15%,Aug-25
JERC-102-1-No,Ceanothus americanus,8742610,2961148,33.87%,288470,3.30%,5436574,62.18%,Aug-25
JERC-102-1-Rh,Ceanothus americanus,3658698,2049284,56.01%,855856,23.39%,382778,10.46%,Aug-25
JERC-102-1-Ro,Ceanothus americanus,3444636,2315736,67.23%,1278384,37.11%,39618,1.15%,Aug-25
JERC-106-1-No,Chamaecrista nictitans,19478372,5493090,28.20%,241082,1.24%,9686250,49.73%,Aug-25
JERC-106-1-Rh,Chamaecrista nictitans,16250646,6800210,41.85%,1100966,6.77%,792188,4.87%,Aug-25
JERC-109-1-No,Chamaecrista nictitans,14401172,3630964,25.21%,684154,4.75%,7918588,54.99%,Aug-25
JERC-109-1-Rh,Chamaecrista nictitans,13320256,4881522,36.65%,810478,6.08%,535416,4.02%,Aug-25
JERC-111-3-No,Crotalaria rotundifolia,15195442,6439482,42.38%,2316578,15.25%,746970,4.92%,Aug-25
JERC-111-3-Rh,Crotalaria rotundifolia,22596914,9824076,43.48%,2829760,12.52%,876984,3.88%,Aug-25
JERC-112-1-No,Pediomelum canescens,7458812,6170728,82.73%,1722312,23.09%,26212,0.35%,Aug-25
JERC-112-1-Rh,Pediomelum canescens,9398520,2973890,31.64%,1233024,13.12%,325828,3.47%,Aug-25
JERC-113-3-No,Chamaecrista nictitans,17606444,12891870,73.22%,2555866,14.52%,3237476,18.39%,Aug-25
JERC-113-3-Rh,Chamaecrista nictitans,9986966,5278962,52.86%,991758,9.93%,561188,5.62%,Aug-25
JERC-114-3-No,Galactia sp.,11207212,6206494,55.38%,6789962,60.59%,2041204,18.21%,Aug-25
JERC-114-3-Rh,Galactia sp.,11634252,7059364,60.68%,1079738,9.28%,806372,6.93%,Aug-25
JERC-129-4-No,Desmodium strictum,6000196,3819242,63.65%,655488,10.92%,477270,7.95%,Aug-25
JERC-129-4-Rh,Desmodium strictum,12782334,7863618,61.52%,1821370,14.25%,611986,4.79%,Aug-25
JERC-129-4-Ro,Desmodium strictum,6363138,5574408,87.60%,1385538,21.77%,37404,0.59%,Aug-25
JERC-131-No,Dalea carnea,14845424,4774356,32.16%,3391678,22.85%,3074968,20.71%,Aug-25
JERC-131-Rh,Dalea carnea,3429424,2210592,64.46%,222060,6.48%,255934,7.46%,Aug-25
JERC-131-Ro,Dalea carnea,13348870,8961216,67.13%,4803324,35.98%,349772,2.62%,Aug-25
JERC-132-3-No,Desmodium marilandica,111786,90696,81.13%,26410,23.63%,5756,5.15%,Aug-25
JERC-132-3-Rh,Desmodium marilandica,4086506,2250802,55.08%,456976,11.18%,240556,5.89%,Aug-25
JERC-132-3-Ro,Desmodium marilandica,15460130,12966044,83.87%,4777684,30.90%,57220,0.37%,Aug-25
JERC-134-3-No,Rhynchosia renniformis,5179814,3025586,58.41%,3019418,58.29%,9324,0.18%,Aug-25
JERC-134-3-Rh,Rhynchosia renniformis,13563502,4507850,33.24%,2209896,16.29%,394082,2.91%,Aug-25
JERC-134-3-Ro,Rhynchosia renniformis,1058418,545428,51.53%,233574,22.07%,21138,2.00%,Aug-25
JERC-135-3-No,Stylosanthes biflora,6302074,3233722,51.31%,1379536,21.89%,1571738,24.94%,Aug-25
JERC-135-3-Rh,Stylosanthes biflora,11070246,4392058,39.67%,1969278,17.79%,465570,4.21%,Aug-25
JERC-135-3-Ro,Stylosanthes biflora,3437330,2517738,73.25%,1404884,40.87%,4306,0.13%,Aug-25
JERC-136-No,Stylosanthes biflora,1158336,553892,47.82%,57786,4.99%,50826,4.39%,Aug-25
JERC-136-Rh,Stylosanthes biflora,3419768,1743178,50.97%,432816,12.66%,200668,5.87%,Aug-25
JERC-136-Ro,Stylosanthes biflora,3845082,3070954,79.87%,767596,19.96%,29134,0.76%,Aug-25
JERC-139-5-No,Mimosa quadrivalvus,8784258,7870670,89.60%,904026,10.29%,42058,0.48%,Aug-25
JERC-139-5-Rh,Mimosa quadrivalvus,2027164,1065072,52.54%,215696,10.64%,88568,4.37%,Aug-25
JERC-139-5-Ro,Mimosa quadrivalvus,11791030,10872078,92.21%,1134194,9.62%,46896,0.40%,Aug-25
JERC-140-No,Lespedeza bicolor,4319876,3488468,80.75%,793842,18.38%,179726,4.16%,Aug-25
JERC-140-Rh,Lespedeza bicolor,10295806,5581654,54.21%,830890,8.07%,410984,3.99%,Aug-25
JERC-140-Ro,Lespedeza bicolor,14932894,5834406,39.07%,1849510,12.39%,475062,3.18%,Aug-25
JERC-141-No,Clitoria mariana,5521748,4684882,84.84%,1310956,23.74%,320010,5.80%,Aug-25
JERC-141-Rh,Clitoria mariana,10558692,7286702,69.01%,1050204,9.95%,489376,4.63%,Aug-25
JERC-141-Ro,Clitoria mariana,3002204,2411004,80.31%,1547466,51.54%,4998,0.17%,Aug-25
JERC-142-No,Centrosema virginiana,5935730,4235280,71.35%,4491516,75.67%,22916,0.39%,Aug-25
JERC-142-Rh,Centrosema virginiana,5781388,3294670,56.99%,392414,6.79%,244594,4.23%,Aug-25
JERC-143-No,Desmodium viridiflorum,13657670,6434018,47.11%,1551902,11.36%,5584114,40.89%,Aug-25
JERC-143-Rh,Desmodium viridiflorum,83766,45286,54.06%,23430,27.97%,14288,17.06%,Aug-25
JERC-143-Ro,Desmodium viridiflorum,14600346,12682022,86.86%,5523586,37.83%,43718,0.30%,Aug-25
JERC-147-Rh,Tephrosia spicata,2185548,1665740,76.22%,832470,38.09%,6446,0.29%,Aug-25
JERC-147-Ro,Tephrosia spicata,3357988,2156062,64.21%,304952,9.08%,159980,4.76%,Aug-25
JERC-148-No,Lespedeza virginica,12442288,5884368,47.29%,1114182,8.95%,953528,7.66%,Aug-25
JERC-148-Rh,Lespedeza virginica,10337112,5689066,55.04%,658008,6.37%,416252,4.03%,Aug-25
JERC-148-Ro,Lespedeza virginica,5337514,4648078,87.08%,1840766,34.49%,112710,2.11%,Aug-25
JERC-149-No,Desmodium ciliare,5355072,2496240,46.61%,739532,13.81%,455334,8.50%,Aug-25
JERC-149-Rh,Desmodium ciliare,12700038,7723070,60.81%,632170,4.98%,700072,5.51%,Aug-25
JERC-149-Ro,Desmodium ciliare,14417130,11966604,83.00%,4534594,31.45%,52402,0.36%,Aug-25
JERC-150-No,Desmodium obtusum?,4905322,2469948,50.35%,1687262,34.40%,1320818,26.93%,Aug-25
JERC-150-Rh,Desmodium obtusum?,6434826,4087242,63.52%,372596,5.79%,263652,4.10%,Aug-25
JERC-150-Ro,Desmodium obtusum?,4530066,2308166,50.95%,484184,10.69%,198126,4.37%,Aug-25
JERC-151-No,Tephrosia virginiana,3392094,2016506,59.45%,1027372,30.29%,179138,5.28%,Aug-25
JERC-151-Rh,Tephrosia virginiana,7320442,3172434,43.34%,909866,12.43%,272564,3.72%,Aug-25
JERC-151-Ro,Tephrosia virginiana,4206946,3375502,80.24%,1774520,42.18%,19428,0.46%,Aug-25
JERC-152-No,Tephrosia virginiana,2912122,2011638,69.08%,586884,20.15%,85126,2.92%,Aug-25
JERC-152-Rh,Tephrosia virginiana,9983310,3297902,33.03%,1241054,12.43%,248090,2.49%,Aug-25
JERC-152-Ro,Tephrosia virginiana,7106122,5118530,72.03%,294822,4.15%,431214,6.07%,Aug-25
JERC-153-No,Desmodium obtusum,9619206,2826364,29.38%,329066,3.42%,5274742,54.84%,Aug-25
JERC-153-Rh,Desmodium obtusum,23009844,11113522,48.30%,1563516,6.79%,874134,3.80%,Aug-25
JERC-176-5-No,Lespedeza stuevei,38114110,12021294,31.54%,2210868,5.80%,21899478,57.46%,Aug-25
JERC-176-5-Rh,Lespedeza stuevei,144188,90760,62.95%,4466,3.10%,11214,7.78%,Aug-25
JERC-176-5-Ro,Lespedeza stuevei,7540922,6108888,81.01%,4268074,56.60%,38282,0.51%,Aug-25
JERC-179-4-No,Lespedeza virginica,2153478,1920920,89.20%,503304,23.37%,4408,0.20%,Aug-25
